ONT_only_chromosome,ONT_only_start,ONT_only_end,ONT_only_strand,ONT_only_gene_id,ONT_only_transcript_id,ONT_only_gene_name,ONT_only_transcript_type,ONT_only_v43_tx_len,ONT_only_v43_exon_count,ONT_only_v43_cds_len,ONT_only_FPKM,ONT_only_testis_1,ONT_only_testis_2,ONT_only_brain,ONT_only_Tx_FPKM,ONT_only_Gene_FPKM,ONT_only_Tx%,ONT_only_Tx_count,ONT_only_Rank,ONT_only_Ref_Tx,ONT_only_MANE_tx,ONT_only_MANE_match,ONT_only_V8_gene_id,ONT_only_V8_transcript_id,ONT_only_V8_gene_id_by_V8Tx
6,79201245,79234682,-,ENSG00000118418,ENST00000706657,HMGN3,protein_coding,965,3,375,,0,0.692303,1.44477,0.712357667,43.10136233,1.65274977,7,3,0,ENST00000620514,0,ENSG00000118418,,
6,79201245,79234656,-,ENSG00000118418,ENST00000706659,HMGN3,protein_coding,893,3,345,,0.444125,0,0,0.148041667,43.10136233,0.343473289,7,4,0,ENST00000620514,0,ENSG00000118418,,
1,66739737,66746068,+,ENSG00000118473,ENST00000683911,SGIP1,retained_intron,9236,4,,,0.954889,0,0,0.318296333,0.318296333,100,52,1,0,ENST00000371037,0,ENSG00000118473,,
6,143940300,144008259,-,ENSG00000118495,ENST00000649307,PLAGL1,protein_coding,3229,7,1392,,0,2.666332,1.697179,1.454503667,1.454503667,100,27,1,1,ENST00000674357,0,ENSG00000118495,,
6,131135467,131283532,+,ENSG00000118507,ENST00000683794,AKAP7,protein_coding,2281,4,1056,,4.117817,6.332154,5.5248,5.324923667,9.550109,55.7577266,11,1,1,ENST00000431975,0,ENSG00000118507,,
1,113905326,113914086,+,ENSG00000118655,ENST00000650450,DCLRE1B,protein_coding,3755,2,1599,,0,0,4.73003,1.576676667,1.576676667,100,6,1,1,ENST00000650450,1,ENSG00000118655,,
4,87975714,87981991,+,ENSG00000118785,ENST00000682655,SPP1,protein_coding,834,4,579,,0,0,0.137099,0.045699667,27.74079567,0.164738125,26,3,0,ENST00000395080,0,ENSG00000118785,,
13,73686089,74134404,-,ENSG00000118922,ENST00000703967,KLF12,protein_coding,11074,5,1209,,0.336896,0.255292,0.850787,0.480991667,1.622122333,29.65199706,3,2,0,ENST00000703967,1,ENSG00000118922,,
12,4269771,4305350,+,ENSG00000118971,ENST00000676411,CCND2,protein_coding,6849,4,870,,0.164977,0,0,0.054992333,12.961514,0.424273996,8,2,0,ENST00000261254,0,ENSG00000118971,,
2,201072001,201085734,+,ENSG00000119013,ENST00000682325,NDUFB3,protein_coding,1548,4,297,,0,0,0.63684,0.21228,11.67969433,1.817513318,7,2,0,ENST00000237889,0,ENSG00000119013,,
9,121074955,121108459,+,ENSG00000119397,ENST00000685174,CNTRL,retained_intron,1597,4,,,1.68056,3.469246,0,1.716602,17.67460367,9.712251728,34,2,0,ENST00000373855,0,ENSG00000119397,,
18,63327726,63367206,-,ENSG00000119537,ENST00000645214,KDSR,protein_coding,5143,2,999,,0,5.296915,0,1.765638333,1.858639333,94.99628581,13,1,1,ENST00000645214,1,ENSG00000119537,,
19,1474155,1479215,-,ENSG00000119559,ENST00000651077,C19orf25,protein_coding,1524,2,261,,0.576469,0,0.967901,0.51479,10.161848,5.065909272,15,2,0,ENST00000585675,0,ENSG00000119559,,
14,74852871,74876154,-,ENSG00000119608,ENST00000673765,PROX2,protein_coding,3928,4,1098,,0,0,0.222047,0.074015667,0.074015667,100,3,1,1,ENST00000556489,0,ENSG00000119608,,
14,75082115,75127344,-,ENSG00000119638,ENST00000678749,NEK9,protein_coding,5389,4,2586,,9.388395,0,0,3.129465,8.920637667,35.08118048,18,2,1,ENST00000238616,0,ENSG00000119638,,
14,74661252,74713108,-,ENSG00000119682,ENST00000681099,AREL1,protein_coding,5409,4,2442,,3.772848,0,0,1.257616,5.827119667,21.5821207,18,2,0,ENST00000356357,0,ENSG00000119682,,
14,74661252,74713087,-,ENSG00000119682,ENST00000681599,AREL1,protein_coding,5505,4,2472,,0,1.328142,0,0.442714,5.827119667,7.597475688,18,3,0,ENST00000356357,0,ENSG00000119682,,
14,75064112,75078089,+,ENSG00000119703,ENST00000673663,ZC2HC1C,protein_coding_CDS_not_defined,884,2,,,0.963491,1.093936,0,0.685809,25.445365,2.695221703,15,4,0,ENST00000524913,0,ENSG00000119703,,
14,91232532,91244704,-,ENSG00000119714,ENST00000650645,GPR68,protein_coding,3056,2,1098,,0.908751,1.220942,2.271493,1.467062,1.834463,79.97228617,5,1,1,ENST00000650645,1,ENSG00000119714,,
2,33554433,33569430,-,ENSG00000119812,ENST00000693631,FAM98A,retained_intron,3378,4,,,0.155742,0.392964,0,0.182902,34.03779933,0.537349663,18,2,0,ENST00000238823,0,ENSG00000119812,,
2,33562475,33571283,-,ENSG00000119812,ENST00000692348,FAM98A,retained_intron,5352,4,,,0.182491,0,0.184689,0.122393333,34.03779933,0.35958063,18,3,0,ENST00000238823,0,ENSG00000119812,,
2,33554433,33599347,-,ENSG00000119812,ENST00000689312,FAM98A,nonsense_mediated_decay,2299,4,1071,,0.122515,0,0,0.040838333,34.03779933,0.119979359,18,4,0,ENST00000238823,0,ENSG00000119812,,
2,60524489,60528215,-,ENSG00000119866,ENST00000645224,BCL11A,retained_intron,3727,2,,,0,1.100241,0.074881,0.391707333,1.521431,25.74598081,28,1,0,ENST00000642384,0,ENSG00000119866,,
2,60524489,60528215,-,ENSG00000119866,ENST00000645224,BCL11A,retained_intron,3727,2,,,0,1.100241,0.074881,0.391707333,1.521431,25.74598081,28,1,0,ENST00000642384,0,ENSG00000119866,,
2,60457194,60553510,-,ENSG00000119866,ENST00000642384,BCL11A,protein_coding,6102,6,2508,,0.353332,0.541824,0,0.298385333,1.521431,19.61215023,28,3,1,ENST00000642384,1,ENSG00000119866,,
10,100912963,100965091,+,ENSG00000119906,ENST00000649226,SLF2,nonsense_mediated_decay,6926,7,2046,,0,0,0.288218,0.096072667,22.38642067,0.429155996,6,5,0,ENST00000238961,0,ENSG00000119906,,
10,92453515,92497741,-,ENSG00000119912,ENST00000678824,IDE,protein_coding,2753,4,1287,,11.749146,11.6351,0,7.794748667,13.96270233,55.82550197,38,1,1,ENST00000265986,0,ENSG00000119912,,
10,92452247,92456833,-,ENSG00000119912,ENST00000678097,IDE,retained_intron,3539,4,,,3.465364,0,0,1.155121333,13.96270233,8.272906675,38,4,0,ENST00000265986,0,ENSG00000119912,,
10,89327982,89340968,+,ENSG00000119917,ENST00000681277,IFIT3,protein_coding,2523,4,1317,,0,0.149746,0,0.049915333,3.761879333,1.32687226,15,2,0,ENST00000371818,0,ENSG00000119917,,
10,99329356,99394330,+,ENSG00000119946,ENST00000696687,CNNM1,protein_coding,5765,4,2919,,0,0,1.514082,0.504694,8.967897667,5.627785003,3,2,0,ENST00000356713,0,ENSG00000119946,,
9,5123880,5185647,-,ENSG00000120210,ENST00000649639,INSL6,protein_coding,1221,2,534,,1.686973,0,0,0.562324333,6.661196,8.441792335,3,2,0,ENST00000381641,0,ENSG00000120210,,
6,150599883,150843665,+,ENSG00000120278,ENST00000696526,PLEKHG1,protein_coding,7217,4,4158,,2.370864,0,0,0.790288,1.581156667,49.98163791,9,1,1,ENST00000696526,1,ENSG00000120278,,
6,150686762,150734092,+,ENSG00000120278,ENST00000644913,PLEKHG1,protein_coding,738,2,627,,0,1.04767,0,0.349223333,1.581156667,22.08657375,9,2,0,ENST00000696526,0,ENSG00000120278,,
6,150599883,150664488,+,ENSG00000120278,ENST00000643446,PLEKHG1,protein_coding_CDS_not_defined,2228,8,,,0.510793,0,0,0.170264333,1.581156667,10.76834048,9,4,0,ENST00000696526,0,ENSG00000120278,,
5,140175217,140228912,+,ENSG00000120306,ENST00000644078,CYSTM1,protein_coding,462,22,294,,6.110668,5.072762,0,3.72781,17.29296367,21.55680236,5,2,0,ENST00000261811,0,ENSG00000120306,,
1,173799550,173824883,-,ENSG00000120334,ENST00000682279,CENPL,protein_coding,2706,4,1035,,7.499356,8.599551,0,5.366302333,6.857556667,78.25385329,10,1,1,ENST00000682279,1,ENSG00000120334,,
1,170541333,170553406,+,ENSG00000120370,ENST00000691051,GORAB,retained_intron,2793,4,,,0.530971,0.378574,0,0.303181667,3.580529333,8.467509646,28,3,0,ENST00000367763,0,ENSG00000120370,,
1,170544069,170553406,+,ENSG00000120370,ENST00000686021,GORAB,retained_intron,2169,4,,,0.558454,0,0,0.186151333,3.580529333,5.1989892,28,4,0,ENST00000367763,0,ENSG00000120370,,
8,109245260,109334121,-,ENSG00000120526,ENST00000676569,NUDCD1,retained_intron,2542,4,,,0.520318,0,0,0.173439333,12.428591,1.395486691,11,3,0,ENST00000239690,0,ENSG00000120526,,
1,28603096,28648291,-,ENSG00000120656,ENST00000685312,TAF12,protein_coding,1100,4,486,,2.683753,3.538055,0,2.073936,2.073936,100,17,1,1,ENST00000373824,0,ENSG00000120656,,
13,36949838,36999342,-,ENSG00000120697,ENST00000681043,ALG5,nonsense_mediated_decay,1064,4,240,,0,0,5.023222,1.674407333,2.427457,68.97783703,28,1,0,ENST00000239891,0,ENSG00000120697,,
13,36949838,37000741,-,ENSG00000120697,ENST00000681893,ALG5,protein_coding,1057,4,876,,0,1.698212,0,0.566070667,2.427457,23.31949306,28,2,1,ENST00000239891,0,ENSG00000120697,,
13,36949853,36999340,-,ENSG00000120697,ENST00000680671,ALG5,protein_coding,1044,4,915,,0,0.560937,0,0.186979,2.427457,7.702669913,28,3,0,ENST00000239891,0,ENSG00000120697,,
1,11029635,11030528,+,ENSG00000120948,ENST00000607145,TARDBP,protein_coding_CDS_not_defined,870,3,,,7.157213,8.378818,17.275503,10.937178,36.531318,29.93918259,38,2,0,ENST00000240185,0,ENSG00000120948,,
17,56850333,56914060,-,ENSG00000121060,ENST00000682766,TRIM25,nonsense_mediated_decay,3366,4,1371,,0.56812,0,0,0.189373333,1.973097333,9.597769463,12,2,0,ENST00000316881,0,ENSG00000121060,,
12,21764984,21775600,-,ENSG00000121361,ENST00000665145,KCNJ8,protein_coding,2336,6,1275,,0,0.135493,0,0.045164333,0.879361,5.136040072,5,2,0,ENST00000240662,0,ENSG00000121361,,
13,20221962,20232319,-,ENSG00000121742,ENST00000647029,GJB6,protein_coding,2064,2,786,,0,0,0.721234,0.240411333,4.482242,5.36364019,14,3,0,ENST00000647029,1,ENSG00000121742,,
1,33472645,33501643,+,ENSG00000121903,ENST00000684572,ZSCAN20,protein_coding,9456,4,3132,,0,1.128961,0.546733,0.558564667,0.735640667,75.92900882,4,1,1,ENST00000684572,1,ENSG00000121903,,
1,108876960,108934335,+,ENSG00000121957,ENST00000642355,GPSM2,protein_coding,5609,6,2055,,0,1.602923,0,0.534307667,1.335426667,40.01025889,24,2,0,ENST00000264126,0,ENSG00000121957,,
2,143941890,144332512,-,ENSG00000121964,ENST00000682281,GTDC1,protein_coding,10585,4,1377,,1.24158,0,0,0.41386,3.764784,10.99292815,21,2,0,ENST00000682281,1,ENSG00000121964,,
2,136114349,136118149,-,ENSG00000121966,ENST00000696152,CXCR4,protein_coding,1666,4,1014,,0.226007,0.16091,0,0.128972333,1.113508,11.58252418,7,2,0,ENST00000241393,0,ENSG00000121966,,
1,160336749,160343247,-,ENSG00000122218,ENST00000696216,COPA,retained_intron,3663,4,,,1.015843,0.917362,1.370562,1.101255667,1.101255667,100,35,1,0,ENST00000241704,0,ENSG00000122218,,
6,158109519,158168262,-,ENSG00000122335,ENST00000647468,SERAC1,protein_coding,3936,2,1965,,0,4.757997,2.227251,2.328416,2.328416,100,18,1,1,ENST00000647468,1,ENSG00000122335,,
1,92840525,92841921,+,ENSG00000122406,ENST00000644549,RPL5,retained_intron,271,4,,,0,0,4.306534,1.435511333,78.426178,1.830398178,11,2,0,ENST00000370321,0,ENSG00000122406,,
1,86348720,86396010,-,ENSG00000122417,ENST00000696303,ODF2L,protein_coding,2090,4,1935,,0,2.775213,0,0.925071,1.415629,65.34699416,32,1,1,ENST00000460698,0,ENSG00000122417,,
7,12687633,12690958,+,ENSG00000122644,ENST00000651779,ARL4A,protein_coding,2889,3,603,,5.912822,0,0,1.970940667,85.45178267,2.306494499,7,3,0,ENST00000651779,1,ENSG00000122644,,
12,119685791,119691065,-,ENSG00000122966,ENST00000678708,CIT,retained_intron,3368,4,,,8.057885,0,0,2.685961667,4.945504,54.31118177,40,1,0,ENST00000392521,0,ENSG00000122966,,
12,119685791,119803498,-,ENSG00000122966,ENST00000676849,CIT,protein_coding,7592,4,4827,,0,0,4.720569,1.573523,4.945504,31.81724249,40,2,1,ENST00000392521,0,ENSG00000122966,,
12,119685791,119804489,-,ENSG00000122966,ENST00000678087,CIT,protein_coding,7684,4,4701,,0,0,2.058058,0.686019333,4.945504,13.87157575,40,3,0,ENST00000392521,0,ENSG00000122966,,
12,115958576,115967158,-,ENSG00000123066,ENST00000648762,MED13L,retained_intron,3989,7,,,4.838759,0,11.931185,5.589981333,13.295223,42.04503628,33,1,0,ENST00000281928,0,ENSG00000123066,,
12,115959261,116277174,-,ENSG00000123066,ENST00000650226,MED13L,protein_coding,8717,2,6669,,0,0,9.247499,3.082499667,13.295223,23.18501665,33,2,1,ENST00000281928,0,ENSG00000123066,,
12,116003498,116007665,-,ENSG00000123066,ENST00000650443,MED13L,retained_intron,3856,2,,,1.188341,0,2.355988,1.181443,13.295223,8.886221766,33,4,0,ENST00000281928,0,ENSG00000123066,,
12,115978318,115981304,-,ENSG00000123066,ENST00000649378,MED13L,retained_intron,2978,7,,,0,0.987913,0.749998,0.579303667,13.295223,4.357231666,33,5,0,ENST00000281928,0,ENSG00000123066,,
12,115978318,115981304,-,ENSG00000123066,ENST00000649378,MED13L,retained_intron,2978,7,,,0,0.987913,0.749998,0.579303667,13.295223,4.357231666,33,5,0,ENST00000281928,0,ENSG00000123066,,
12,25958688,26072869,+,ENSG00000123094,ENST00000689635,RASSF8,protein_coding,5980,4,1260,,6.26524,0,0,2.088413333,14.389161,14.51379502,18,2,0,ENST00000689635,1,ENSG00000123094,,
12,25958232,26072866,+,ENSG00000123094,ENST00000689434,RASSF8,protein_coding,5527,4,1260,,0,0,6.225399,2.075133,14.389161,14.42150102,18,3,0,ENST00000689635,0,ENSG00000123094,,
13,51975014,51978991,-,ENSG00000123191,ENST00000673844,ATP7B,protein_coding_CDS_not_defined,536,4,,,0,1.74576,0,0.58192,1.095134667,53.13684405,26,1,0,ENST00000242839,0,ENSG00000123191,,
13,51932669,51947490,-,ENSG00000123191,ENST00000673867,ATP7B,retained_intron,6613,4,,,0,0,0.60062,0.200206667,1.095134667,18.28146554,26,3,0,ENST00000242839,0,ENSG00000123191,,
12,57782787,57797587,+,ENSG00000123297,ENST00000652027,TSFM,protein_coding,1997,5,978,,7.163068,8.342976,11.341495,8.949179667,9.643640667,92.79876735,12,1,1,ENST00000652027,1,ENSG00000123297,,
6,110874770,110895717,+,ENSG00000123505,ENST00000672937,AMD1,protein_coding,6589,2,1389,,0,0,10.273083,3.424361,7.354152333,46.56363976,10,2,1,ENST00000368885,0,ENSG00000123505,,
2,165931112,165936296,-,ENSG00000123607,ENST00000680698,TTC21B,retained_intron,5444,4,,,0,0.585752,0.888857,0.491536333,0.68447,71.81269206,35,1,0,ENST00000243344,0,ENSG00000123607,,
2,165857475,165859852,-,ENSG00000123607,ENST00000680249,TTC21B,retained_intron,3857,4,,,0.105452,0.37842,0.094929,0.192933667,0.68447,28.18730794,35,2,0,ENST00000243344,0,ENSG00000123607,,
19,41354417,41363824,-,ENSG00000123810,ENST00000675972,B9D2,protein_coding,982,4,528,,0.428756,0.357843,0,0.262199667,1.916300667,13.68259539,4,2,0,ENST00000243578,0,ENSG00000123810,,
19,40691514,40716882,-,ENSG00000123815,ENST00000677018,COQ8B,protein_coding,2297,4,1635,,1.024722,2.269004,0,1.097908667,4.828567333,22.73777274,45,2,0,ENST00000324464,0,ENSG00000123815,,
19,40691514,40714996,-,ENSG00000123815,ENST00000676960,COQ8B,retained_intron,2281,4,,,1.074186,0,0,0.358062,4.828567333,7.415491496,45,4,0,ENST00000324464,0,ENSG00000123815,,
19,40691514,40716894,-,ENSG00000123815,ENST00000679002,COQ8B,retained_intron,2335,4,,,0,0.990218,0,0.330072667,4.828567333,6.835830255,45,5,0,ENST00000324464,0,ENSG00000123815,,
19,40691514,40715852,-,ENSG00000123815,ENST00000679130,COQ8B,protein_coding,2305,4,1635,,0.876159,0,0,0.292053,4.828567333,6.048440041,45,6,0,ENST00000324464,0,ENSG00000123815,,
19,40691514,40716882,-,ENSG00000123815,ENST00000678312,COQ8B,retained_intron,2493,4,,,0,0.730371,0,0.243457,4.828567333,5.042013152,45,7,0,ENST00000324464,0,ENSG00000123815,,
19,40691514,40715093,-,ENSG00000123815,ENST00000678961,COQ8B,retained_intron,2511,4,,,0.196344,0,0,0.065448,4.828567333,1.355433102,45,8,0,ENST00000324464,0,ENSG00000123815,,
2,222860984,222944609,+,ENSG00000123983,ENST00000679545,ACSL3,protein_coding,5468,4,2139,,0,0,20.536901,6.845633667,17.88730367,38.27090876,36,2,0,ENST00000357430,0,ENSG00000123983,,
2,219538978,219543595,-,ENSG00000123989,ENST00000691864,CHPF,protein_coding,2766,4,2304,,0,0.501871,0,0.167290333,79.596407,0.210173222,6,2,0,ENST00000243776,0,ENSG00000123989,,
20,45447455,45448582,+,ENSG00000124155,ENST00000690376,PIGT,retained_intron,2005,4,,,0.104449,0,0,0.034816333,47.43250433,0.073401845,77,7,0,ENST00000279036,0,ENSG00000124155,,
20,43457893,43463605,+,ENSG00000124193,ENST00000668808,SRSF6,protein_coding,1227,6,831,,4.050985,4.290493,0,2.780492667,26.58426733,10.45916606,6,2,0,ENST00000244020,0,ENSG00000124193,,
20,59300547,59325962,+,ENSG00000124205,ENST00000644821,EDN3,protein_coding,2544,2,597,,0.21959,0,0,0.073196667,2.466355667,2.967806617,8,3,0,ENST00000337938,0,ENSG00000124205,,
19,33386950,33521784,-,ENSG00000124299,ENST00000698427,PEPD,protein_coding,2002,4,1524,,0.652651,0,0.82107,0.491240333,33.47621933,1.467430741,35,2,0,ENST00000244137,0,ENSG00000124299,,
19,33386965,33453284,-,ENSG00000124299,ENST00000698429,PEPD,protein_coding_CDS_not_defined,1744,4,,,0,0,0.140554,0.046851333,33.47621933,0.139954076,35,4,0,ENST00000244137,0,ENSG00000124299,,
2,73828976,73873659,+,ENSG00000124356,ENST00000682379,STAMBP,nonsense_mediated_decay,2040,4,1275,,2.299215,0,0,0.766405,0.766405,100,71,1,0,ENST00000394070,0,ENSG00000124356,,
X,43948772,43973390,-,ENSG00000124479,ENST00000642620,NDP,protein_coding,1719,18,402,,1.598654,1.451688,16.642128,6.564156667,6.564156667,100,3,1,1,ENST00000642620,1,ENSG00000124479,,
6,13574227,13614558,+,ENSG00000124523,ENST00000680432,SIRT5,protein_coding,3900,4,933,,3.217403,0,5.130641,2.782681333,3.250634,85.60426469,24,1,1,ENST00000606117,0,ENSG00000124523,,
6,13574580,13603258,+,ENSG00000124523,ENST00000680852,SIRT5,protein_coding,3401,4,942,,0,0.943964,0,0.314654667,3.250634,9.679793747,24,2,0,ENST00000606117,0,ENSG00000124523,,
6,2948159,2971276,-,ENSG00000124570,ENST00000642543,SERPINB6,protein_coding,1384,18,999,,2.985386,2.367886,0,1.784424,125.380509,1.423206856,25,4,0,ENST00000380539,0,ENSG00000124570,,
6,2948159,2961327,-,ENSG00000124570,ENST00000643314,SERPINB6,retained_intron,3265,18,,,1.639479,0,1.278558,0.972679,125.380509,0.775781665,25,6,0,ENST00000380539,0,ENSG00000124570,,
6,2948159,2957588,-,ENSG00000124570,ENST00000646722,SERPINB6,retained_intron,2188,2,,,0.546969,0,0.827205,0.458058,125.380509,0.365334296,25,7,0,ENST00000380539,0,ENSG00000124570,,
6,2948159,2958169,-,ENSG00000124570,ENST00000647157,SERPINB6,retained_intron,3599,2,,,1.007216,0,0,0.335738667,125.380509,0.267775805,25,8,0,ENST00000380539,0,ENSG00000124570,,
6,2948159,2955882,-,ENSG00000124570,ENST00000644697,SERPINB6,retained_intron,2120,4,,,0,0,0.358565,0.119521667,125.380509,0.095327151,25,9,0,ENST00000380539,0,ENSG00000124570,,
6,34417454,34426069,-,ENSG00000124614,ENST00000648437,RPS10,protein_coding,588,3,498,,8.968439,18.837637,15.37053,14.392202,21.826817,65.93816222,9,1,1,ENST00000648437,1,ENSG00000124614,,
6,34417454,34426067,-,ENSG00000124614,ENST00000644700,RPS10,protein_coding,1407,4,642,,0,0,0.742465,0.247488333,21.826817,1.133872765,9,3,0,ENST00000648437,0,ENSG00000124614,,
6,35118071,35141410,-,ENSG00000124678,ENST00000673754,TCP11,protein_coding,1924,4,1551,,180.841431,153.269897,0,111.3704427,150.6603213,73.92154861,29,1,1,ENST00000311875,0,ENSG00000124678,,
6,43012082,43014279,-,ENSG00000124733,ENST00000642748,MEA1,protein_coding,1124,18,567,,8.110414,13.812285,0,7.307566333,17.21369567,42.45204792,6,1,1,ENST00000244711,0,ENSG00000124733,,
6,43012082,43016866,-,ENSG00000124733,ENST00000645375,MEA1,protein_coding,978,2,519,,5.966957,5.404756,0,3.790571,17.21369567,22.02066932,6,2,0,ENST00000244711,0,ENSG00000124733,,
6,43012082,43016868,-,ENSG00000124733,ENST00000645410,MEA1,protein_coding,1355,2,519,,5.953276,3.514706,0,3.155994,17.21369567,18.33420354,6,3,0,ENST00000244711,0,ENSG00000124733,,
6,43012082,43013983,-,ENSG00000124733,ENST00000643776,MEA1,protein_coding,1004,6,519,,0,8.878693,0,2.959564333,17.21369567,17.19307922,6,4,0,ENST00000244711,0,ENSG00000124733,,
6,8411441,8435545,-,ENSG00000124786,ENST00000644923,SLC35B3,protein_coding,3566,2,1206,,0,0,3.265905,1.088635,1.088635,100,5,1,1,ENST00000710437,0,ENSG00000124786,,
3,9963730,9986843,-,ENSG00000125037,ENST00000693754,EMC3,protein_coding,1421,4,900,,0,0,0.406786,0.135595333,14.866938,0.912059587,8,5,0,ENST00000245046,0,ENSG00000125037,,
16,67207139,67227027,-,ENSG00000125122,ENST00000688026,FBXL9P,,1359,4,,,1.172835,0.728294,0.282401,0.727843333,1.200643667,60.62109463,12,1,0,-,0,ENSG00000125122,,
16,67207139,67227016,-,ENSG00000125122,ENST00000702201,FBXL9P,,1322,5,,,0.32439,0.4094,0,0.244596667,1.200643667,20.37212817,12,2,0,-,0,ENSG00000125122,,
16,56470397,56520024,-,ENSG00000125124,ENST00000682855,BBS2,protein_coding,2540,4,2166,,3.4606,3.705953,0,2.388851,19.65904633,12.15140836,109,2,0,ENST00000245157,0,ENSG00000125124,,
16,56484348,56520068,-,ENSG00000125124,ENST00000684020,BBS2,retained_intron,2992,4,,,0.533952,0,0,0.177984,19.65904633,0.905354192,109,4,0,ENST00000245157,0,ENSG00000125124,,
13,99606687,99909459,+,ENSG00000125246,ENST00000689673,CLYBL,nonsense_mediated_decay,2597,4,1023,,0,0.174832,0,0.058277333,2.079337667,2.80268733,9,3,0,ENST00000339105,0,ENSG00000125246,,
13,95019831,95301451,-,ENSG00000125257,ENST00000645237,ABCC4,protein_coding,5855,2,3978,,2.00551,3.80971,0,1.938406667,1.938406667,100,16,1,1,ENST00000645237,1,ENSG00000125257,,
13,106489745,106535662,-,ENSG00000125266,ENST00000646441,EFNB2,protein_coding,4995,2,1002,,2.887855,3.187964,5.006348,3.694055667,3.694055667,100,2,1,1,ENST00000646441,1,ENSG00000125266,,
1,156404252,156430265,-,ENSG00000125462,ENST00000702972,MIR9-1HG,,934,5,,,0,0,4.337692,1.445897333,18.50384267,7.814038194,96,4,0,-,0,ENSG00000125462,,
1,156404252,156421772,-,ENSG00000125462,ENST00000700991,MIR9-1HG,,920,1,,,0,0,4.295541,1.431847,18.50384267,7.738106218,96,5,0,-,0,ENSG00000125462,,
1,156407360,156421770,-,ENSG00000125462,ENST00000703000,MIR9-1HG,,932,5,,,0,0,1.224176,0.408058667,18.50384267,2.205264463,96,8,0,-,0,ENSG00000125462,,
1,156404256,156421772,-,ENSG00000125462,ENST00000701195,MIR9-1HG,,798,1,,,0,0,1.21607,0.405356667,18.50384267,2.190662091,96,9,0,-,0,ENSG00000125462,,
1,156404256,156421770,-,ENSG00000125462,ENST00000702884,MIR9-1HG,,485,6,,,0,0,0.934511,0.311503667,18.50384267,1.683453931,96,11,0,-,0,ENSG00000125462,,
1,156404252,156421770,-,ENSG00000125462,ENST00000703043,MIR9-1HG,,696,5,,,0.753697,0,0,0.251232333,18.50384267,1.357730596,96,12,0,-,0,ENSG00000125462,,
1,156407350,156430119,-,ENSG00000125462,ENST00000702047,MIR9-1HG,,1210,7,,,0,0.735621,0,0.245207,18.50384267,1.32516799,96,13,0,-,0,ENSG00000125462,,
1,156404256,156421770,-,ENSG00000125462,ENST00000702998,MIR9-1HG,,758,5,,,0,0,0.653148,0.217716,18.50384267,1.17659885,96,14,0,-,0,ENSG00000125462,,
